Mês/Ano;Região;Estado;Capacidade Produção Etanol Anidro (m³/d);Capacidade Produção Etanol Hidratado (m³/d)
jun/22;SUDESTE;São Paulo;1330;1440
jun/22;SUDESTE;São Paulo;400;400
jun/22;SUDESTE;São Paulo;185;430
jun/22;SUDESTE;São Paulo;285;350
jun/22;SUDESTE;São Paulo;250;370
jun/22;SUDESTE;São Paulo;160;550
jun/22;SUDESTE;São Paulo;0;360
jun/22;SUDESTE;São Paulo;0;320
jun/22;SUDESTE;São Paulo;865;1416
jun/22;SUDESTE;São Paulo;370;400
jun/22;SUDESTE;São Paulo;750;970
jun/22;SUDESTE;São Paulo;80;350
jun/22;SUDESTE;São Paulo;600;750
jun/22;SUDESTE;São Paulo;0;625
jun/22;SUDESTE;São Paulo;400;620
jun/22;CENTRO OESTE;Goiás;0;2400
jun/22;CENTRO OESTE;Goiás;0;1700
jun/22;CENTRO OESTE;Goiás;1500;1700
jun/22;CENTRO OESTE;Mato Grosso do Sul;750;1700
jun/22;CENTRO OESTE;Mato Grosso;1500;1700
jun/22;SUDESTE;São Paulo;800;1000
jun/22;SUDESTE;Minas Gerais;800;900
jun/22;CENTRO OESTE;Goiás;1600;2100
jun/22;CENTRO OESTE;Goiás;0;2800
jun/22;SUDESTE;Minas Gerais;550;744
jun/22;SUDESTE;São Paulo;450;700
jun/22;SUDESTE;Minas Gerais;800;1250
jun/22;CENTRO OESTE;Goiás;800;900
jun/22;CENTRO OESTE;Goiás;1200;1800
jun/22;SUDESTE;São Paulo;920;950
jun/22;SUDESTE;São Paulo;0;550
jun/22;CENTRO OESTE;Goiás;400;600
jun/22;SUDESTE;Minas Gerais;600;1000
jun/22;CENTRO OESTE;Mato Grosso do Sul;400;600
jun/22;CENTRO OESTE;Mato Grosso do Sul;900;2700
jun/22;NORDESTE;Paraíba;100;200
jun/22;CENTRO OESTE;Goiás;650;1480
jun/22;NORDESTE;Paraíba;220;350
jun/22;NORTE;Tocantins;750;1500
jun/22;CENTRO OESTE;Goiás;0;400
jun/22;NORDESTE;Paraíba;360;500
jun/22;NORDESTE;Paraíba;180;250
jun/22;NORDESTE;Paraíba;210;510
jun/22;CENTRO OESTE;Mato Grosso do Sul;1540;2100
jun/22;SUDESTE;São Paulo;580;480
jun/22;SUDESTE;São Paulo;690;635
jun/22;SUDESTE;São Paulo;760;1040
jun/22;SUL;Rio Grande do Sul;0;1
jun/22;NORDESTE;Pernambuco;100;200
jun/22;CENTRO OESTE;Goiás;350;1200
jun/22;CENTRO OESTE;Goiás;1200;1280
jun/22;NORDESTE;Pernambuco;280;400
jun/22;NORDESTE;Pernambuco;90;240
jun/22;NORDESTE;Pernambuco;100;150
jun/22;SUDESTE;Minas Gerais;150;300
jun/22;NORDESTE;Pernambuco;200;220
jun/22;NORDESTE;Pernambuco;192;198
jun/22;CENTRO OESTE;Mato Grosso;0;100
jun/22;NORDESTE;Maranhão;520;520
jun/22;CENTRO OESTE;Goiás;0;600
jun/22;NORDESTE;Pernambuco;190;330
jun/22;CENTRO OESTE;Mato Grosso;240;480
jun/22;NORDESTE;Pernambuco;280;550
jun/22;NORDESTE;Pernambuco;170;250
jun/22;NORDESTE;Alagoas;190;420
jun/22;NORDESTE;Alagoas;350;430
jun/22;SUDESTE;Minas Gerais;650;700
jun/22;SUDESTE;Minas Gerais;850;900
jun/22;SUDESTE;Minas Gerais;350;650
jun/22;NORDESTE;Alagoas;160;340
jun/22;NORDESTE;Alagoas;180;240
jun/22;NORDESTE;Alagoas;350;450
jun/22;NORDESTE;Alagoas;320;500
jun/22;NORDESTE;Alagoas;210;270
jun/22;NORDESTE;Alagoas;130;220
jun/22;SUDESTE;São Paulo;550;1200
jun/22;NORDESTE;Alagoas;210;250
jun/22;NORDESTE;Alagoas;120;150
jun/22;NORDESTE;Alagoas;90;180
jun/22;NORDESTE;Alagoas;180;190
jun/22;NORDESTE;Alagoas;180;325
jun/22;NORDESTE;Alagoas;300;330
jun/22;NORDESTE;Sergipe;150;180
jun/22;SUDESTE;Minas Gerais;900;1000
jun/22;SUDESTE;Minas Gerais;180;800
jun/22;NORDESTE;Bahia;600;700
jun/22;NORDESTE;Alagoas;228;228
jun/22;CENTRO OESTE;Mato Grosso;1460;1565
jun/22;CENTRO OESTE;Mato Grosso;700;1250
jun/22;CENTRO OESTE;Mato Grosso do Sul;0;380
jun/22;CENTRO OESTE;Mato Grosso do Sul;0;360
jun/22;CENTRO OESTE;Mato Grosso do Sul;750;950
jun/22;SUDESTE;Minas Gerais;1000;1100
jun/22;CENTRO OESTE;Mato Grosso do Sul;1000;1100
jun/22;SUDESTE;São Paulo;300;510
jun/22;SUDESTE;Minas Gerais;420;450
jun/22;SUDESTE;Minas Gerais;0;198
jun/22;SUDESTE;Minas Gerais;150;500
jun/22;SUDESTE;Minas Gerais;400;1000
jun/22;SUDESTE;Minas Gerais;0;120
jun/22;SUDESTE;Minas Gerais;500;500
jun/22;CENTRO OESTE;Mato Grosso;1650;1716
jun/22;CENTRO OESTE;Mato Grosso;2500;2600
jun/22;SUL;Rio Grande do Sul;0;1
jun/22;NORDESTE;Rio Grande do Norte;0;240
jun/22;SUDESTE;Minas Gerais;0;120
jun/22;SUDESTE;Minas Gerais;0;350
jun/22;SUDESTE;Minas Gerais;0;300
jun/22;CENTRO OESTE;Mato Grosso;0;5
jun/22;SUDESTE;Minas Gerais;150;200
jun/22;CENTRO OESTE;Mato Grosso do Sul;270;1200
jun/22;CENTRO OESTE;Mato Grosso;0;323
jun/22;NORDESTE;Bahia;200;430
jun/22;SUL;Paraná;500;620
jun/22;CENTRO OESTE;Mato Grosso;0;10
jun/22;CENTRO OESTE;Mato Grosso;0;20
jun/22;SUDESTE;Espírito Santo;300;400
jun/22;SUDESTE;Espírito Santo;308;324
jun/22;SUDESTE;São Paulo;0;100
jun/22;SUDESTE;Minas Gerais;300;750
jun/22;NORDESTE;Alagoas;110;200
jun/22;SUDESTE;Rio de Janeiro;240;270
jun/22;SUDESTE;Rio de Janeiro;0;150
jun/22;SUDESTE;Minas Gerais;0;1
jun/22;CENTRO OESTE;Mato Grosso;3000;3000
jun/22;CENTRO OESTE;Mato Grosso do Sul;1250;1250
jun/22;CENTRO OESTE;Mato Grosso;1300;2600
jun/22;SUDESTE;Espírito Santo;300;470
jun/22;NORDESTE;Pernambuco;130;150
jun/22;NORDESTE;Paraíba;300;800
jun/22;NORDESTE;Rio Grande do Norte;120;200
jun/22;CENTRO OESTE;Mato Grosso;0;12
jun/22;CENTRO OESTE;Mato Grosso;900;1520
jun/22;SUL;Rio Grande do Sul;0;1
jun/22;SUDESTE;São Paulo;0;600
jun/22;NORDESTE;Pernambuco;140;200
jun/22;CENTRO OESTE;Goiás;0;400
jun/22;SUDESTE;São Paulo;650;1100
jun/22;CENTRO OESTE;Mato Grosso do Sul;330;1150
jun/22;CENTRO OESTE;Goiás;120;450
jun/22;SUDESTE;São Paulo;200;600
jun/22;SUDESTE;São Paulo;300;540
jun/22;SUDESTE;São Paulo;420;800
jun/22;SUDESTE;São Paulo;180;380
jun/22;SUDESTE;São Paulo;920;1600
jun/22;SUDESTE;São Paulo;310;310
jun/22;SUDESTE;São Paulo;800;1000
jun/22;SUDESTE;São Paulo;0;1400
jun/22;SUDESTE;São Paulo;500;1000
jun/22;SUDESTE;São Paulo;0;1000
jun/22;SUDESTE;São Paulo;480;500
jun/22;SUDESTE;São Paulo;200;600
jun/22;SUDESTE;São Paulo;800;800
jun/22;SUDESTE;São Paulo;150;410
jun/22;SUDESTE;São Paulo;350;350
jun/22;SUDESTE;São Paulo;0;570
jun/22;SUDESTE;São Paulo;330;600
jun/22;SUDESTE;São Paulo;180;1000
jun/22;SUDESTE;São Paulo;300;600
jun/22;SUDESTE;São Paulo;0;120
jun/22;SUDESTE;São Paulo;0;180
jun/22;SUDESTE;São Paulo;0;530
jun/22;SUDESTE;São Paulo;0;550
jun/22;SUDESTE;São Paulo;500;500
jun/22;SUDESTE;São Paulo;1200;1200
jun/22;SUDESTE;São Paulo;100;350
jun/22;CENTRO OESTE;Goiás;800;1600
jun/22;SUDESTE;São Paulo;450;500
jun/22;SUL;Rio Grande do Sul;0;1
jun/22;SUDESTE;São Paulo;300;500
jun/22;SUDESTE;São Paulo;0;480
jun/22;SUDESTE;São Paulo;280;720
jun/22;SUDESTE;São Paulo;120;1100
jun/22;SUDESTE;São Paulo;240;1250
jun/22;SUDESTE;São Paulo;0;550
jun/22;SUDESTE;São Paulo;0;300
jun/22;SUDESTE;São Paulo;160;580
jun/22;SUDESTE;São Paulo;700;700
jun/22;SUDESTE;São Paulo;0;600
jun/22;CENTRO OESTE;Mato Grosso do Sul;300;460
jun/22;SUDESTE;São Paulo;300;350
jun/22;SUL;Paraná;600;700
jun/22;SUL;Paraná;700;700
jun/22;SUL;Paraná;0;600
jun/22;SUDESTE;São Paulo;650;1050
jun/22;SUDESTE;São Paulo;0;180
jun/22;SUDESTE;São Paulo;600;1200
jun/22;SUDESTE;São Paulo;350;700
jun/22;SUDESTE;São Paulo;500;1150
jun/22;SUDESTE;São Paulo;0;550
jun/22;SUDESTE;São Paulo;60;170
jun/22;SUDESTE;São Paulo;380;410
jun/22;SUDESTE;São Paulo;560;1310
jun/22;SUDESTE;São Paulo;400;440
jun/22;SUDESTE;São Paulo;500;1100
jun/22;CENTRO OESTE;Mato Grosso do Sul;0;640
jun/22;SUDESTE;São Paulo;120;400
jun/22;SUDESTE;São Paulo;0;350
jun/22;SUDESTE;São Paulo;680;700
jun/22;SUDESTE;São Paulo;1250;1450
jun/22;SUDESTE;São Paulo;300;600
jun/22;SUDESTE;São Paulo;1700;2190
jun/22;SUDESTE;São Paulo;850;1100
jun/22;SUDESTE;São Paulo;750;1100
jun/22;CENTRO OESTE;Goiás;1184;3120
jun/22;SUDESTE;São Paulo;330;535
jun/22;SUDESTE;São Paulo;600;650
jun/22;SUDESTE;São Paulo;720;1750
jun/22;SUDESTE;São Paulo;1100;1700
jun/22;SUDESTE;São Paulo;1000;1140
jun/22;SUDESTE;São Paulo;0;1100
jun/22;SUDESTE;São Paulo;0;350
jun/22;SUDESTE;São Paulo;600;625
jun/22;SUDESTE;São Paulo;300;600
jun/22;SUDESTE;São Paulo;323;500
jun/22;SUDESTE;São Paulo;600;1000
jun/22;SUDESTE;São Paulo;180;180
jun/22;SUDESTE;São Paulo;350;800
jun/22;SUDESTE;São Paulo;0;474
jun/22;SUDESTE;São Paulo;240;380
jun/22;SUDESTE;São Paulo;1000;900
jun/22;SUDESTE;São Paulo;0;48
jun/22;SUDESTE;São Paulo;0;600
jun/22;SUDESTE;São Paulo;117;120
jun/22;SUDESTE;São Paulo;750;1200
jun/22;SUDESTE;São Paulo;750;1100
jun/22;SUDESTE;São Paulo;700;1100
jun/22;SUDESTE;São Paulo;700;1020
jun/22;SUDESTE;São Paulo;0;450
jun/22;SUL;Paraná;1320;1400
jun/22;SUL;Paraná;120;710
jun/22;SUL;Paraná;500;800
jun/22;SUDESTE;São Paulo;500;490
jun/22;SUDESTE;São Paulo;350;350
jun/22;NORDESTE;Maranhão;0;72
jun/22;SUDESTE;São Paulo;740;1200
jun/22;SUDESTE;São Paulo;1200;1700
jun/22;SUDESTE;São Paulo;1300;2000
jun/22;SUDESTE;São Paulo;0;390
jun/22;SUDESTE;São Paulo;0;200
jun/22;SUDESTE;São Paulo;680;710
jun/22;SUDESTE;São Paulo;0;400
jun/22;SUDESTE;São Paulo;0;120
jun/22;SUL;Paraná;0;10
jun/22;SUL;Paraná;200;400
jun/22;SUL;Paraná;300;450
jun/22;SUL;Paraná;170;420
jun/22;SUL;Paraná;300;780
jun/22;SUL;Paraná;0;550
jun/22;SUL;Paraná;600;420
jun/22;SUL;Paraná;190;300
jun/22;SUL;Paraná;120;300
jun/22;SUL;Paraná;300;350
jun/22;SUL;Paraná;0;400
jun/22;SUL;Paraná;0;300
jun/22;SUL;Paraná;0;550
jun/22;SUL;Paraná;0;200
jun/22;SUL;Paraná;0;350
jun/22;SUL;Paraná;900;1200
mai/22;CENTRO OESTE;Mato Grosso;600;600
mai/22;SUDESTE;São Paulo;517;550
mai/22;CENTRO OESTE;Goiás;450;650
mai/22;NORDESTE;Bahia;200;240
mai/22;SUDESTE;Minas Gerais;0;35
mai/22;SUDESTE;Minas Gerais;220;450
mai/22;CENTRO OESTE;Goiás;120;330
mai/22;NORDESTE;Maranhão;200;420
mai/22;CENTRO OESTE;Goiás;0;400
mai/22;NORDESTE;Rio Grande do Norte;360;460
mai/22;CENTRO OESTE;Goiás;500;980
mai/22;CENTRO OESTE;Goiás;180;350
mai/22;CENTRO OESTE;Goiás;130;200
mai/22;CENTRO OESTE;Goiás;400;600
mai/22;CENTRO OESTE;Goiás;0;900
mai/22;CENTRO OESTE;Goiás;280;340
mai/22;CENTRO OESTE;Goiás;0;350
mai/22;CENTRO OESTE;Goiás;300;800
mai/22;CENTRO OESTE;Goiás;150;450
mai/22;CENTRO OESTE;Goiás;850;1280
mai/22;CENTRO OESTE;Goiás;150;500
mai/22;NORDESTE;Sergipe;0;68
mai/22;SUL;Paraná;300;600
mai/22;CENTRO OESTE;Goiás;260;800
mai/22;SUDESTE;São Paulo;700;1300
mai/22;NORDESTE;Pernambuco;300;600
mai/22;CENTRO OESTE;Goiás;150;440
mai/22;SUDESTE;Minas Gerais;400;650
mai/22;CENTRO OESTE;Mato Grosso;470;470
mai/22;CENTRO OESTE;Mato Grosso;0;500
mai/22;SUDESTE;São Paulo;820;900
mai/22;SUDESTE;São Paulo;120;350
mai/22;NORDESTE;Bahia;360;500
mai/22;SUDESTE;São Paulo;160;480
mai/22;SUDESTE;São Paulo;1000;820
mai/22;NORDESTE;Alagoas;180;240
mai/22;SUDESTE;São Paulo;325;880
mai/22;NORDESTE;Piauí;260;360
mai/22;NORDESTE;Ceará;0;240
mai/22;NORTE;Pará;260;340
mai/22;SUDESTE;Rio de Janeiro;0;250
mai/22;SUDESTE;São Paulo;500;500
mai/22;CENTRO OESTE;Mato Grosso do Sul;750;1700
mai/22;SUDESTE;Rio de Janeiro;0;600
mai/22;CENTRO OESTE;Goiás;140;500
mai/22;NORTE;Amazonas;0;250
mai/22;CENTRO OESTE;Mato Grosso do Sul;750;825
mai/22;SUDESTE;São Paulo;1100;1200
mai/22;SUDESTE;São Paulo;500;1070
mai/22;NORTE;Rondônia;300;300
mai/22;SUDESTE;Minas Gerais;700;1200
mai/22;SUDESTE;Minas Gerais;0;600
mai/22;SUDESTE;São Paulo;0;190
mai/22;SUDESTE;Minas Gerais;0;450
mai/22;NORDESTE;Maranhão;370;400
mai/22;SUDESTE;São Paulo;0;780
mai/22;NORDESTE;Paraíba;330;345
mai/22;SUDESTE;São Paulo;600;1000
mai/22;SUDESTE;São Paulo;630;1220
mai/22;SUDESTE;São Paulo;500;500
mai/22;SUDESTE;São Paulo;750;1200
mai/22;NORDESTE;Sergipe;0;150
mai/22;NORDESTE;Maranhão;220;300
mai/22;SUDESTE;São Paulo;530;530
mai/22;SUDESTE;São Paulo;0;330
mai/22;CENTRO OESTE;Goiás;0;400
mai/22;SUDESTE;São Paulo;700;950
mai/22;SUDESTE;São Paulo;350;700
mai/22;SUDESTE;São Paulo;0;450
mai/22;SUDESTE;São Paulo;0;1400
mai/22;CENTRO OESTE;Goiás;600;1000
mai/22;SUDESTE;São Paulo;0;500
mai/22;NORDESTE;Sergipe;500;600
mai/22;SUDESTE;Minas Gerais;440;500
mai/22;SUDESTE;São Paulo;0;300
mai/22;SUDESTE;Minas Gerais;700;700
mai/22;NORDESTE;Sergipe;0;200
mai/22;NORTE;Acre;0;140
mai/22;CENTRO OESTE;Mato Grosso;200;470
mai/22;SUDESTE;Minas Gerais;1000;1100
mai/22;SUDESTE;São Paulo;28;85
mai/22;SUDESTE;São Paulo;0;60
mai/22;CENTRO OESTE;Mato Grosso do Sul;0;450
mai/22;CENTRO OESTE;Mato Grosso do Sul;650;2100
mai/22;CENTRO OESTE;Mato Grosso do Sul;1200;1500
mai/22;CENTRO OESTE;Mato Grosso do Sul;500;1900
mai/22;CENTRO OESTE;Mato Grosso do Sul;0;480
mai/22;SUDESTE;Minas Gerais;0;1100
mai/22;CENTRO OESTE;Goiás;200;400
mai/22;SUDESTE;São Paulo;150;400
mai/22;SUDESTE;Minas Gerais;0;1200
mai/22;CENTRO OESTE;Goiás;0;500
mai/22;CENTRO OESTE;Goiás;0;1200
mai/22;SUDESTE;São Paulo;400;600
mai/22;CENTRO OESTE;Goiás;550;880
mai/22;SUDESTE;Minas Gerais;400;600
mai/22;SUDESTE;Minas Gerais;600;750
mai/22;SUDESTE;São Paulo;1710;2200
mai/22;SUDESTE;São Paulo;1110;1620
mai/22;SUDESTE;São Paulo;250;500
mai/22;SUDESTE;São Paulo;320;720
mai/22;SUDESTE;São Paulo;1330;1440
mai/22;SUDESTE;São Paulo;400;400
mai/22;SUDESTE;São Paulo;185;430
mai/22;SUDESTE;São Paulo;285;350
mai/22;SUDESTE;São Paulo;250;370
mai/22;SUDESTE;São Paulo;160;550
mai/22;SUDESTE;São Paulo;0;360
mai/22;SUDESTE;São Paulo;0;320
mai/22;SUDESTE;São Paulo;865;1416
mai/22;SUDESTE;São Paulo;370;400
mai/22;SUDESTE;São Paulo;750;970
mai/22;SUDESTE;São Paulo;80;350
mai/22;SUDESTE;São Paulo;600;750
mai/22;SUDESTE;São Paulo;0;625
mai/22;SUDESTE;São Paulo;400;620
mai/22;CENTRO OESTE;Goiás;0;2400
mai/22;CENTRO OESTE;Goiás;0;1700
mai/22;CENTRO OESTE;Goiás;1500;1700
mai/22;CENTRO OESTE;Mato Grosso do Sul;750;1700
mai/22;CENTRO OESTE;Mato Grosso;1500;1700
mai/22;SUDESTE;São Paulo;800;1000
mai/22;SUDESTE;Minas Gerais;800;900
mai/22;CENTRO OESTE;Goiás;1600;2100
mai/22;CENTRO OESTE;Goiás;0;2800
mai/22;SUDESTE;Minas Gerais;550;744
mai/22;SUDESTE;São Paulo;450;700
mai/22;SUDESTE;Minas Gerais;800;1250
mai/22;CENTRO OESTE;Goiás;800;900
mai/22;CENTRO OESTE;Goiás;1200;1800
mai/22;SUDESTE;São Paulo;920;950
mai/22;CENTRO OESTE;Goiás;0;2400
mai/22;SUDESTE;São Paulo;0;550
mai/22;CENTRO OESTE;Goiás;400;600
mai/22;SUDESTE;Minas Gerais;600;1000
mai/22;CENTRO OESTE;Mato Grosso do Sul;400;600
mai/22;CENTRO OESTE;Mato Grosso do Sul;900;2700
mai/22;NORDESTE;Paraíba;100;200
mai/22;CENTRO OESTE;Goiás;650;1480
mai/22;NORDESTE;Paraíba;220;350
mai/22;NORTE;Tocantins;750;1500
mai/22;CENTRO OESTE;Goiás;0;400
mai/22;NORDESTE;Paraíba;360;500
mai/22;NORDESTE;Paraíba;180;250
mai/22;NORDESTE;Paraíba;210;510
mai/22;CENTRO OESTE;Mato Grosso do Sul;1540;2100
mai/22;SUDESTE;São Paulo;580;480
mai/22;SUDESTE;São Paulo;690;635
mai/22;SUDESTE;São Paulo;760;1040
mai/22;SUL;Rio Grande do Sul;0;1
mai/22;NORDESTE;Pernambuco;100;200
mai/22;CENTRO OESTE;Goiás;350;1200
mai/22;CENTRO OESTE;Goiás;1200;1280
mai/22;NORDESTE;Pernambuco;280;400
mai/22;NORDESTE;Pernambuco;90;240
mai/22;NORDESTE;Pernambuco;100;150
mai/22;SUDESTE;Minas Gerais;150;300
mai/22;NORDESTE;Pernambuco;200;220
mai/22;NORDESTE;Pernambuco;192;198
mai/22;CENTRO OESTE;Mato Grosso;0;100
mai/22;NORDESTE;Maranhão;520;520
mai/22;CENTRO OESTE;Goiás;0;600
mai/22;NORDESTE;Pernambuco;190;330
mai/22;CENTRO OESTE;Mato Grosso;240;480
mai/22;NORDESTE;Pernambuco;280;550
mai/22;NORDESTE;Pernambuco;170;250
mai/22;NORDESTE;Alagoas;190;420
mai/22;NORDESTE;Alagoas;350;430
mai/22;SUDESTE;Minas Gerais;650;700
mai/22;SUDESTE;Minas Gerais;850;900
mai/22;SUDESTE;Minas Gerais;350;650
mai/22;NORDESTE;Alagoas;160;340
mai/22;NORDESTE;Alagoas;180;240
mai/22;NORDESTE;Alagoas;350;450
mai/22;NORDESTE;Alagoas;320;500
mai/22;NORDESTE;Alagoas;210;270
mai/22;NORDESTE;Alagoas;130;220
mai/22;SUDESTE;São Paulo;550;1200
mai/22;NORDESTE;Alagoas;210;250
mai/22;NORDESTE;Alagoas;120;150
mai/22;NORDESTE;Alagoas;90;180
mai/22;NORDESTE;Alagoas;180;190
mai/22;NORDESTE;Alagoas;180;325
mai/22;NORDESTE;Alagoas;300;330
mai/22;NORDESTE;Sergipe;150;180
mai/22;SUDESTE;Minas Gerais;900;1000
mai/22;SUDESTE;Minas Gerais;180;800
mai/22;NORDESTE;Bahia;600;700
mai/22;NORDESTE;Alagoas;228;228
mai/22;CENTRO OESTE;Mato Grosso;1460;1565
mai/22;CENTRO OESTE;Mato Grosso;700;1250
mai/22;CENTRO OESTE;Mato Grosso do Sul;0;380
mai/22;CENTRO OESTE;Mato Grosso do Sul;0;360
mai/22;CENTRO OESTE;Mato Grosso do Sul;750;950
mai/22;SUDESTE;Minas Gerais;1000;1100
mai/22;CENTRO OESTE;Mato Grosso do Sul;1000;1100
mai/22;SUDESTE;São Paulo;300;510
mai/22;SUDESTE;Minas Gerais;420;450
mai/22;SUDESTE;Minas Gerais;0;198
mai/22;SUDESTE;Minas Gerais;150;500
mai/22;SUDESTE;Minas Gerais;400;1000
mai/22;SUDESTE;Minas Gerais;0;120
mai/22;SUDESTE;Minas Gerais;500;500
mai/22;CENTRO OESTE;Mato Grosso;1650;1716
mai/22;CENTRO OESTE;Mato Grosso;2500;2600
mai/22;SUL;Rio Grande do Sul;0;1
mai/22;NORDESTE;Rio Grande do Norte;0;240
mai/22;SUDESTE;Minas Gerais;0;120
mai/22;SUDESTE;Minas Gerais;0;350
mai/22;SUDESTE;Minas Gerais;0;300
mai/22;CENTRO OESTE;Mato Grosso;0;5
mai/22;SUDESTE;Minas Gerais;150;200
mai/22;CENTRO OESTE;Mato Grosso do Sul;270;1200
mai/22;CENTRO OESTE;Mato Grosso;0;323
mai/22;NORDESTE;Bahia;200;430
mai/22;SUL;Paraná;500;620
mai/22;CENTRO OESTE;Mato Grosso;0;10
mai/22;CENTRO OESTE;Mato Grosso;0;20
mai/22;SUDESTE;Espírito Santo;300;400
mai/22;SUDESTE;Espírito Santo;308;324
mai/22;SUDESTE;São Paulo;0;100
mai/22;SUDESTE;Minas Gerais;300;750
mai/22;NORDESTE;Alagoas;110;200
mai/22;SUDESTE;Rio de Janeiro;240;270
mai/22;SUDESTE;Rio de Janeiro;0;150
mai/22;SUDESTE;Minas Gerais;0;1
mai/22;CENTRO OESTE;Mato Grosso;3000;3000
mai/22;CENTRO OESTE;Mato Grosso do Sul;1250;1250
mai/22;CENTRO OESTE;Mato Grosso;1300;2600
mai/22;SUDESTE;Espírito Santo;300;470
mai/22;NORDESTE;Pernambuco;130;150
mai/22;NORDESTE;Paraíba;300;800
mai/22;NORDESTE;Rio Grande do Norte;120;200
mai/22;CENTRO OESTE;Mato Grosso;0;12
mai/22;CENTRO OESTE;Mato Grosso;900;1520
mai/22;SUL;Rio Grande do Sul;0;1
mai/22;SUDESTE;São Paulo;0;600
mai/22;NORDESTE;Pernambuco;140;200
mai/22;SUDESTE;São Paulo;650;1100
mai/22;CENTRO OESTE;Mato Grosso do Sul;330;1150
mai/22;CENTRO OESTE;Goiás;120;450
mai/22;SUDESTE;São Paulo;200;600
mai/22;SUDESTE;São Paulo;300;540
mai/22;SUDESTE;São Paulo;420;800
mai/22;SUDESTE;São Paulo;180;380
mai/22;SUDESTE;São Paulo;920;1600
mai/22;SUDESTE;São Paulo;400;620
mai/22;SUDESTE;São Paulo;310;310
mai/22;SUDESTE;São Paulo;800;1000
mai/22;SUDESTE;São Paulo;0;1400
mai/22;SUDESTE;São Paulo;500;1000
mai/22;SUDESTE;São Paulo;0;1000
mai/22;SUDESTE;São Paulo;480;500
mai/22;SUDESTE;São Paulo;200;600
mai/22;SUDESTE;São Paulo;800;800
mai/22;SUDESTE;São Paulo;150;410
mai/22;SUDESTE;São Paulo;350;350
mai/22;SUDESTE;São Paulo;0;570
mai/22;SUDESTE;São Paulo;330;600
mai/22;SUDESTE;São Paulo;180;1000
mai/22;SUDESTE;São Paulo;300;600
mai/22;SUDESTE;São Paulo;0;120
mai/22;SUDESTE;São Paulo;0;180
mai/22;SUDESTE;São Paulo;0;530
mai/22;SUDESTE;São Paulo;0;550
mai/22;SUDESTE;São Paulo;500;500
mai/22;SUDESTE;São Paulo;1200;1200
mai/22;SUDESTE;São Paulo;100;350
mai/22;CENTRO OESTE;Goiás;800;1600
mai/22;SUDESTE;São Paulo;450;500
mai/22;SUL;Rio Grande do Sul;0;1
mai/22;SUDESTE;São Paulo;300;500
mai/22;SUDESTE;São Paulo;0;480
mai/22;SUDESTE;São Paulo;280;720
mai/22;SUDESTE;São Paulo;120;1100
mai/22;SUDESTE;São Paulo;240;1250
mai/22;SUDESTE;São Paulo;0;550
mai/22;SUDESTE;São Paulo;0;300
mai/22;SUDESTE;São Paulo;160;580
mai/22;SUDESTE;São Paulo;700;700
mai/22;SUDESTE;São Paulo;0;600
mai/22;CENTRO OESTE;Mato Grosso do Sul;300;460
mai/22;SUDESTE;São Paulo;300;350
mai/22;SUL;Paraná;600;700
mai/22;SUL;Paraná;700;700
mai/22;SUL;Paraná;0;600
mai/22;SUDESTE;São Paulo;650;1050
mai/22;SUDESTE;São Paulo;0;180
mai/22;SUDESTE;São Paulo;600;1200
mai/22;SUDESTE;São Paulo;350;700
mai/22;SUDESTE;São Paulo;500;1150
mai/22;SUDESTE;São Paulo;0;550
mai/22;SUDESTE;São Paulo;60;170
mai/22;SUDESTE;São Paulo;380;410
mai/22;SUDESTE;São Paulo;560;1310
mai/22;SUDESTE;São Paulo;400;440
mai/22;SUDESTE;São Paulo;500;1100
mai/22;CENTRO OESTE;Mato Grosso do Sul;0;640
mai/22;SUDESTE;São Paulo;120;400
mai/22;SUDESTE;São Paulo;0;350
mai/22;SUDESTE;São Paulo;680;700
mai/22;SUDESTE;São Paulo;1250;1450
mai/22;SUDESTE;São Paulo;300;600
mai/22;SUDESTE;São Paulo;1700;2190
mai/22;SUDESTE;São Paulo;850;1100
mai/22;SUDESTE;São Paulo;750;1100
mai/22;CENTRO OESTE;Goiás;1184;3120
mai/22;SUDESTE;São Paulo;330;535
mai/22;SUDESTE;São Paulo;600;650
mai/22;SUDESTE;São Paulo;720;1750
mai/22;SUDESTE;São Paulo;580;480
mai/22;SUDESTE;São Paulo;760;1040
mai/22;SUDESTE;São Paulo;690;635
mai/22;SUDESTE;São Paulo;1100;1700
mai/22;SUDESTE;São Paulo;1000;1140
mai/22;SUDESTE;São Paulo;0;1100
mai/22;SUDESTE;São Paulo;0;350
mai/22;SUDESTE;São Paulo;600;625
mai/22;SUDESTE;São Paulo;300;600
mai/22;SUDESTE;São Paulo;323;500
mai/22;SUDESTE;São Paulo;600;1000
mai/22;SUDESTE;São Paulo;180;180
mai/22;SUDESTE;São Paulo;350;800
mai/22;SUDESTE;São Paulo;0;474
mai/22;SUDESTE;São Paulo;240;380
mai/22;SUDESTE;São Paulo;1000;900
mai/22;SUDESTE;São Paulo;0;48
mai/22;SUDESTE;São Paulo;0;600
mai/22;SUDESTE;São Paulo;117;120
mai/22;SUDESTE;São Paulo;750;1200
mai/22;SUDESTE;São Paulo;750;1100
mai/22;SUDESTE;São Paulo;700;1100
mai/22;SUDESTE;São Paulo;700;1020
mai/22;SUDESTE;São Paulo;0;450
mai/22;SUL;Paraná;1320;1400
