Mês/Ano;Região;Estado;Produção Etanol Hidratado(m³);Produção Etanol Anidro (m³)
mar/18;SUDESTE;São Paulo;319852;19960
mar/18;SUL;Paraná;19438;14965
fev/18;CENTRO OESTE;Goiás;26906;
fev/18;CENTRO OESTE;Mato Grosso;38526;8827
fev/18;CENTRO OESTE;Mato Grosso do Sul;47800;1235
fev/18;NORDESTE;Alagoas;20386;25397
fev/18;NORDESTE;Paraíba;5290;13954
fev/18;NORDESTE;Pernambuco;32348;4715
fev/18;NORDESTE;Rio Grande do Norte;4703;1556
fev/18;NORDESTE;Sergipe;5571;3242
fev/18;SUDESTE;São Paulo;11584;789
fev/18;SUL;Paraná;7361;91
fev/18;SUL;Rio Grande do Sul;1;
jan/18;CENTRO OESTE;Goiás;14205;3052
jan/18;CENTRO OESTE;Mato Grosso;56053;3800
jan/18;CENTRO OESTE;Mato Grosso do Sul;21394;8357
jan/18;NORDESTE;Alagoas;23501;47953
jan/18;NORDESTE;Paraíba;27881;28472
jan/18;NORDESTE;Pernambuco;40062;17235
jan/18;NORDESTE;Rio Grande do Norte;9163;4415
jan/18;NORDESTE;Sergipe;12063;4430
jan/18;SUDESTE;São Paulo;3745;1402
jan/18;SUL;Paraná;1367;
dez/17;CENTRO OESTE;Goiás;45233;12283
dez/17;CENTRO OESTE;Mato Grosso;52707;3117
dez/17;CENTRO OESTE;Mato Grosso do Sul;64294;15058
dez/17;NORDESTE;Alagoas;22233;50845
dez/17;NORDESTE;Bahia;1054;
dez/17;NORDESTE;Maranhão;8;2424
dez/17;NORDESTE;Paraíba;34087;32805
dez/17;NORDESTE;Pernambuco;41693;29278
dez/17;NORDESTE;Rio Grande do Norte;8024;5676
dez/17;NORDESTE;Sergipe;11877;6780
dez/17;NORTE;Pará;1015;2740
dez/17;NORTE;Rondônia;34;
dez/17;NORTE;Tocantins;417;
dez/17;SUDESTE;Espírito Santo;751;765
dez/17;SUDESTE;Minas Gerais;27821;2483
dez/17;SUDESTE;São Paulo;286779;110830
dez/17;SUL;Paraná;55251;20572
nov/17;CENTRO OESTE;Goiás;247076;61823
nov/17;CENTRO OESTE;Mato Grosso;78042;17570
nov/17;CENTRO OESTE;Mato Grosso do Sul;137580;52666
nov/17;NORDESTE;Alagoas;17084;44266
nov/17;NORDESTE;Bahia;12634;7716
nov/17;NORDESTE;Maranhão;1275;12194
nov/17;NORDESTE;Paraíba;36875;30072
nov/17;NORDESTE;Pernambuco;44650;21001
nov/17;NORDESTE;Piauí;7;2415
nov/17;NORDESTE;Rio Grande do Norte;5781;7621
nov/17;NORDESTE;Sergipe;9300;6589
nov/17;NORTE;Amazonas;946;
nov/17;NORTE;Pará;1511;7429
nov/17;NORTE;Rondônia;171;
nov/17;NORTE;Tocantins;5663;10097
nov/17;SUDESTE;Espírito Santo;2261;8021
nov/17;SUDESTE;Minas Gerais;140181;62850
nov/17;SUDESTE;Rio de Janeiro;243;
nov/17;SUDESTE;São Paulo;552965;420693
nov/17;SUL;Paraná;85580;38767
nov/17;SUL;Rio Grande do Sul;1;
out/17;CENTRO OESTE;Goiás;475831;134684
out/17;CENTRO OESTE;Mato Grosso;123049;57866
out/17;CENTRO OESTE;Mato Grosso do Sul;166466;91792
out/17;NORDESTE;Alagoas;11480;26301
out/17;NORDESTE;Bahia;15705;15054
out/17;NORDESTE;Maranhão;1851;21415
out/17;NORDESTE;Paraíba;30433;34226
out/17;NORDESTE;Pernambuco;40153;13579
out/17;NORDESTE;Piauí;31;5032
out/17;NORDESTE;Rio Grande do Norte;7235;9262
out/17;NORDESTE;Sergipe;5498;1155
out/17;NORTE;Amazonas;739;
out/17;NORTE;Pará;954;8117
out/17;NORTE;Rondônia;500;
out/17;NORTE;Tocantins;8994;17271
out/17;SUDESTE;Espírito Santo;2151;13103
out/17;SUDESTE;Minas Gerais;241256;126007
out/17;SUDESTE;Rio de Janeiro;7023;
out/17;SUDESTE;São Paulo;856772;766669
out/17;SUL;Paraná;59422;55498
out/17;SUL;Rio Grande do Sul;274;
set/17;CENTRO OESTE;Goiás;564423;176097
set/17;CENTRO OESTE;Mato Grosso;103628;97030
set/17;CENTRO OESTE;Mato Grosso do Sul;243240;157709
set/17;NORDESTE;Alagoas;3245;2505
set/17;NORDESTE;Bahia;15489;14036
set/17;NORDESTE;Maranhão;2111;29039
set/17;NORDESTE;Paraíba;29631;24158
set/17;NORDESTE;Pernambuco;15364;3737
set/17;NORDESTE;Piauí;;3805
set/17;NORDESTE;Rio Grande do Norte;7341;2335
set/17;NORTE;Amazonas;585;
set/17;NORTE;Pará;470;7455
set/17;NORTE;Rondônia;624;
set/17;NORTE;Tocantins;11992;13276
set/17;SUDESTE;Espírito Santo;1700;11381
set/17;SUDESTE;Minas Gerais;285156;150770
set/17;SUDESTE;Rio de Janeiro;11790;
set/17;SUDESTE;São Paulo;1147260;1001942
set/17;SUL;Paraná;116997;104624
set/17;SUL;Rio Grande do Sul;722;
ago/17;CENTRO OESTE;Goiás;572889;173664
ago/17;CENTRO OESTE;Mato Grosso;103324;102945
ago/17;CENTRO OESTE;Mato Grosso do Sul;220581;134963
ago/17;NORDESTE;Bahia;13971;13445
ago/17;NORDESTE;Maranhão;7617;28368
ago/17;NORDESTE;Paraíba;23297;13976
ago/17;NORDESTE;Pernambuco;1521;954
ago/17;NORDESTE;Piauí;785;2961
ago/17;NORDESTE;Rio Grande do Norte;2140;
ago/17;NORTE;Amazonas;1986;
ago/17;NORTE;Pará;868;7657
ago/17;NORTE;Rondônia;687;
ago/17;NORTE;Tocantins;8322;19478
ago/17;SUDESTE;Espírito Santo;2057;13033
ago/17;SUDESTE;Minas Gerais;274237;146006
ago/17;SUDESTE;Rio de Janeiro;13260;
ago/17;SUDESTE;São Paulo;966358;873595
ago/17;SUL;Paraná;78466;79768
ago/17;SUL;Rio Grande do Sul;902;
jul/17;CENTRO OESTE;Goiás;622853;258438
jul/17;CENTRO OESTE;Mato Grosso;110911;98228
jul/17;CENTRO OESTE;Mato Grosso do Sul;292488;164048
jul/17;NORDESTE;Bahia;16133;7823
jul/17;NORDESTE;Maranhão;2538;27389
jul/17;NORDESTE;Paraíba;2443;1202
jul/17;NORDESTE;Piauí;;4148
jul/17;NORDESTE;Sergipe;;22
jul/17;NORTE;Amazonas;589;
jul/17;NORTE;Pará;492;6950
jul/17;NORTE;Rondônia;762;
jul/17;NORTE;Tocantins;5277;18866
jul/17;SUDESTE;Espírito Santo;695;9560
jul/17;SUDESTE;Minas Gerais;243004;155906
jul/17;SUDESTE;Rio de Janeiro;11141;
jul/17;SUDESTE;São Paulo;1052387;1068289
jul/17;SUL;Paraná;98468;117221
jul/17;SUL;Rio Grande do Sul;597;
jun/17;CENTRO OESTE;Goiás;469122;154361
jun/17;CENTRO OESTE;Mato Grosso;86575;88583
jun/17;CENTRO OESTE;Mato Grosso do Sul;186136;110129
jun/17;NORDESTE;Alagoas;179;
jun/17;NORDESTE;Bahia;13854;6708
jun/17;NORDESTE;Maranhão;3484;16593
jun/17;NORDESTE;Piauí;;1219
jun/17;NORTE;Pará;2776;3183
jun/17;NORTE;Rondônia;879;
jun/17;NORTE;Tocantins;6441;16173
jun/17;SUDESTE;Espírito Santo;2530;9572
jun/17;SUDESTE;Minas Gerais;190264;166138
jun/17;SUDESTE;Rio de Janeiro;6254;
jun/17;SUDESTE;São Paulo;884415;927815
jun/17;SUL;Paraná;64124;64063
mai/17;CENTRO OESTE;Goiás;384387;135431
mai/17;CENTRO OESTE;Mato Grosso;78360;78554
mai/17;CENTRO OESTE;Mato Grosso do Sul;162863;67954
mai/17;NORDESTE;Bahia;14237;9042
mai/17;NORDESTE;Maranhão;639;5515
mai/17;NORTE;Rondônia;577;
mai/17;NORTE;Tocantins;8082;16158
mai/17;SUDESTE;Espírito Santo;834;9942
mai/17;SUDESTE;Minas Gerais;157339;119423
mai/17;SUDESTE;Rio de Janeiro;4145;
mai/17;SUDESTE;São Paulo;751890;727361
mai/17;SUL;Paraná;64348;52617
abr/17;CENTRO OESTE;Goiás;208909;55863
abr/17;CENTRO OESTE;Mato Grosso;52266;12729
abr/17;CENTRO OESTE;Mato Grosso do Sul;129066;45152
abr/17;NORDESTE;Alagoas;143;2189
abr/17;NORDESTE;Bahia;2980;890
abr/17;NORDESTE;Maranhão;6;
abr/17;NORTE;Rondônia;223;
abr/17;NORTE;Tocantins;5320;4446
abr/17;SUDESTE;Espírito Santo;291;1999
abr/17;SUDESTE;Minas Gerais;121892;71142
abr/17;SUDESTE;Rio de Janeiro;36;
abr/17;SUDESTE;São Paulo;590384;321719
abr/17;SUL;Paraná;52395;30796
mar/17;CENTRO OESTE;Goiás;51959;6071
mar/17;CENTRO OESTE;Mato Grosso;24577;920
mar/17;CENTRO OESTE;Mato Grosso do Sul;89374;30290
mar/17;NORDESTE;Alagoas;1160;13794
mar/17;NORDESTE;Maranhão;93;
mar/17;NORDESTE;Paraíba;340;2446
mar/17;NORDESTE;Pernambuco;2916;
mar/17;NORDESTE;Rio Grande do Norte;2215;
mar/17;NORTE;Rondônia;73;
mar/17;SUDESTE;Minas Gerais;18821;1490
mar/17;SUDESTE;São Paulo;207286;134870
mar/17;SUL;Paraná;22709;22781
fev/17;CENTRO OESTE;Goiás;37161;6253
fev/17;CENTRO OESTE;Mato Grosso;14821;2088
fev/17;CENTRO OESTE;Mato Grosso do Sul;40872;11835
fev/17;NORDESTE;Alagoas;10222;31333
fev/17;NORDESTE;Paraíba;630;4535
fev/17;NORDESTE;Pernambuco;16061;5372
fev/17;NORDESTE;Rio Grande do Norte;2503;16
fev/17;NORDESTE;Sergipe;4784;2260
fev/17;NORTE;Rondônia;151;
fev/17;SUDESTE;Minas Gerais;1564;
fev/17;SUDESTE;São Paulo;39205;19577
fev/17;SUL;Paraná;4056;2656
jan/17;CENTRO OESTE;Goiás;18913;1050
jan/17;CENTRO OESTE;Mato Grosso;26198;991
jan/17;CENTRO OESTE;Mato Grosso do Sul;38657;14849
jan/17;NORDESTE;Alagoas;20218;54683
jan/17;NORDESTE;Paraíba;18073;10406
jan/17;NORDESTE;Pernambuco;18171;27105
jan/17;NORDESTE;Rio Grande do Norte;4443;1757
jan/17;NORDESTE;Sergipe;7910;7561
jan/17;NORTE;Rondônia;221;
jan/17;SUDESTE;Minas Gerais;1619;38
jan/17;SUDESTE;São Paulo;19479;14292
jan/17;SUL;Paraná;190;
